# machine monitor started pid=2781965 interval=90s 2026-06-12 01:21:58
# columns: time | load1 | mem_avail_gib | data_free_gib | lsmgraph_release_procs(pid:rss_gib:state) | correctness_script_alive
2026-06-12 07:41:50 | 5.11 | 357.6 | 250 | 3116369:0.0:S,3116370:91.3:R | no
2026-06-12 07:43:21 | 5.03 | 355.4 | 247 | 3116369:0.0:S,3116370:93.5:R | no
2026-06-12 07:44:51 | 5.13 | 353.5 | 244 | 3116369:0.0:S,3116370:95.4:R | no
2026-06-12 07:46:21 | 5.12 | 350.9 | 241 | 3116369:0.0:S,3116370:98.0:R | no
2026-06-12 07:47:51 | 5.13 | 348.7 | 237 | 3116369:0.0:S,3116370:100.1:R | no
2026-06-12 07:49:21 | 5.28 | 347.2 | 234 | 3116369:0.0:S,3116370:101.6:S | no
2026-06-12 07:50:51 | 5.61 | 344.1 | 231 | 3116369:0.0:S,3116370:104.8:R | no
2026-06-12 07:52:21 | 5.75 | 339.1 | 228 | 3116369:0.0:S,3116370:109.8:R | no
2026-06-12 07:53:51 | 5.72 | 270.7 | 224 | 3116369:0.0:S,3116370:178.0:R | no
2026-06-12 07:55:21 | 4.95 | 286.0 | 222 | 3116369:0.0:S,3116370:162.7:S | no
2026-06-12 07:56:51 | 3.48 | 291.8 | 222 | 3116369:0.0:S,3116370:156.9:R | no
2026-06-12 07:58:21 | 3.48 | 291.8 | 222 | 3116369:0.0:S,3116370:156.9:R | no
2026-06-12 07:59:51 | 3.21 | 291.8 | 222 | 3116369:0.0:S,3116370:156.9:R | no
2026-06-12 08:01:22 | 3.25 | 291.8 | 222 | 3116369:0.0:S,3116370:156.9:R | no
2026-06-12 08:02:52 | 3.20 | 291.8 | 222 | 3116369:0.0:S,3116370:156.9:R | no
2026-06-12 08:04:22 | 6.08 | 396.6 | 222 | 3116369:0.0:S,3116370:52.3:S | no
2026-06-12 08:05:52 | 4.57 | 446.8 | 353 | 3136560:0.0:S,3136561:2.2:R | no
2026-06-12 08:07:22 | 4.64 | 446.5 | 350 | 3136560:0.0:S,3136561:2.6:R | no
2026-06-12 08:08:52 | 4.52 | 446.2 | 347 | 3136560:0.0:S,3136561:2.8:R | no
2026-06-12 08:10:22 | 4.33 | 446.1 | 344 | 3136560:0.0:S,3136561:3.0:R | no
2026-06-12 08:11:52 | 4.42 | 445.8 | 342 | 3136560:0.0:S,3136561:3.2:R | no
2026-06-12 08:13:22 | 4.35 | 445.7 | 339 | 3136560:0.0:S,3136561:3.4:R | no
2026-06-12 08:14:52 | 4.40 | 445.1 | 336 | 3136560:0.0:S,3136561:3.9:R | no
2026-06-12 08:16:22 | 4.29 | 444.9 | 334 | 3136560:0.0:S,3136561:4.2:S | no
2026-06-12 08:17:53 | 4.29 | 444.7 | 331 | 3136560:0.0:S,3136561:4.3:R | no
2026-06-12 08:19:23 | 4.73 | 443.7 | 329 | 3136560:0.0:S,3136561:5.3:R | no
2026-06-12 08:20:53 | 4.79 | 443.7 | 326 | 3136560:0.0:S,3136561:5.3:R | no
2026-06-12 08:22:23 | 4.53 | 443.4 | 323 | 3136560:0.0:S,3136561:5.7:R | no
2026-06-12 08:23:53 | 4.59 | 443.2 | 320 | 3136560:0.0:S,3136561:5.8:R | no
2026-06-12 08:25:23 | 4.86 | 443.3 | 318 | 3136560:0.0:S,3136561:5.8:R | no
2026-06-12 08:26:53 | 4.66 | 440.4 | 315 | 3136560:0.0:S,3136561:8.6:R | no
2026-06-12 08:28:23 | 4.78 | 440.1 | 312 | 3136560:0.0:S,3136561:9.0:R | no
2026-06-12 08:29:53 | 4.78 | 439.1 | 309 | 3136560:0.0:S,3136561:9.9:R | no
2026-06-12 08:31:23 | 4.68 | 435.4 | 306 | 3136560:0.0:S,3136561:13.5:R | no
2026-06-12 08:32:53 | 4.62 | 434.8 | 303 | 3136560:0.0:S,3136561:14.2:R | no
2026-06-12 08:34:24 | 4.97 | 434.3 | 300 | 3136560:0.0:S,3136561:14.8:R | no
2026-06-12 08:35:54 | 4.65 | 433.7 | 296 | 3136560:0.0:S,3136561:15.3:R | no
2026-06-12 08:37:24 | 4.80 | 432.8 | 293 | 3136560:0.0:S,3136561:16.2:R | no
2026-06-12 08:38:54 | 5.28 | 423.9 | 290 | 3136560:0.0:S,3136561:25.1:R | no
2026-06-12 08:40:24 | 5.41 | 421.7 | 287 | 3136560:0.0:S,3136561:27.3:R | no
2026-06-12 08:41:54 | 5.75 | 420.0 | 283 | 3136560:0.0:S,3136561:29.1:R | no
2026-06-12 08:43:24 | 5.56 | 403.6 | 281 | 3136560:0.0:S,3136561:45.4:R | no
2026-06-12 08:44:54 | 5.10 | 401.8 | 278 | 3136560:0.0:S,3136561:47.1:R | no
2026-06-12 08:46:24 | 5.00 | 400.1 | 275 | 3136560:0.0:S,3136561:48.8:R | no
2026-06-12 08:47:54 | 4.92 | 397.9 | 273 | 3136560:0.0:S,3136561:50.8:R | no
2026-06-12 08:49:24 | 5.07 | 396.1 | 269 | 3136560:0.0:S,3136561:52.8:R | no
2026-06-12 08:50:54 | 4.93 | 394.0 | 266 | 3136560:0.0:S,3136561:54.9:R | no
2026-06-12 08:52:25 | 5.31 | 371.8 | 263 | 3136560:0.0:S,3136561:77.1:R | no
2026-06-12 08:53:55 | 5.39 | 364.6 | 260 | 3136560:0.0:S,3136561:84.3:R | no
2026-06-12 08:55:25 | 4.66 | 363.7 | 259 | 3136560:0.0:S,3136561:85.2:R | no
2026-06-12 08:56:55 | 5.07 | 361.6 | 256 | 3136560:0.0:S,3136561:87.3:R | no
2026-06-12 08:58:25 | 5.21 | 359.7 | 253 | 3136560:0.0:S,3136561:89.2:R | no
2026-06-12 08:59:55 | 5.20 | 357.6 | 250 | 3136560:0.0:S,3136561:91.3:R | no
2026-06-12 09:01:25 | 5.57 | 355.9 | 246 | 3136560:0.0:S,3136561:93.0:R | no
2026-06-12 09:02:55 | 5.28 | 353.8 | 243 | 3136560:0.0:S,3136561:95.0:R | no
2026-06-12 09:04:25 | 5.22 | 351.6 | 240 | 3136560:0.0:S,3136561:97.3:R | no
2026-06-12 09:05:55 | 5.36 | 348.9 | 237 | 3136560:0.0:S,3136561:99.9:R | no
2026-06-12 09:07:25 | 5.14 | 347.0 | 233 | 3136560:0.0:S,3136561:101.9:R | no
2026-06-12 09:08:56 | 5.52 | 344.4 | 230 | 3136560:0.0:S,3136561:104.4:R | no
2026-06-12 09:10:26 | 5.57 | 325.8 | 227 | 3136560:0.0:S,3136561:123.0:R | no
2026-06-12 09:11:56 | 6.16 | 246.5 | 223 | 3136560:0.0:S,3136561:202.1:R | no
2026-06-12 09:13:26 | 4.31 | 290.0 | 222 | 3136560:0.0:S,3136561:158.7:S | no
2026-06-12 09:14:56 | 3.66 | 292.1 | 222 | 3136560:0.0:S,3136561:156.6:R | no
2026-06-12 09:16:26 | 3.39 | 292.1 | 222 | 3136560:0.0:S,3136561:156.6:R | no
2026-06-12 09:17:56 | 3.14 | 292.1 | 222 | 3136560:0.0:S,3136561:156.6:R | no
2026-06-12 09:19:26 | 3.35 | 292.1 | 222 | 3136560:0.0:S,3136561:156.6:R | no
2026-06-12 09:20:56 | 5.48 | 378.1 | 222 | 3136560:0.0:S,3136561:70.8:S | no
2026-06-12 09:22:26 | 5.67 | 391.5 | 222 | 3136560:0.0:S,3136561:57.4:S | no
2026-06-12 09:23:56 | 4.42 | 446.8 | 352 | 3156740:0.0:S,3156741:2.3:R | no
2026-06-12 09:25:26 | 4.30 | 446.4 | 349 | 3156740:0.0:S,3156741:2.6:R | no
2026-06-12 09:26:57 | 4.27 | 446.2 | 347 | 3156740:0.0:S,3156741:2.8:R | no
2026-06-12 09:28:27 | 4.72 | 446.0 | 344 | 3156740:0.0:S,3156741:3.0:R | no
2026-06-12 09:29:57 | 4.46 | 445.8 | 341 | 3156740:0.0:S,3156741:3.2:R | no
2026-06-12 09:31:27 | 4.07 | 445.8 | 339 | 3156740:0.0:S,3156741:3.3:R | no
2026-06-12 09:32:57 | 4.29 | 445.1 | 336 | 3156740:0.0:S,3156741:3.9:R | no
2026-06-12 09:34:27 | 4.29 | 445.0 | 334 | 3156740:0.0:S,3156741:4.1:R | no
2026-06-12 09:35:57 | 4.72 | 444.8 | 331 | 3156740:0.0:S,3156741:4.2:R | no
2026-06-12 09:37:27 | 4.51 | 443.5 | 328 | 3156740:0.0:S,3156741:5.5:R | no
2026-06-12 09:38:57 | 4.19 | 443.2 | 326 | 3156740:0.0:S,3156741:5.9:R | no
2026-06-12 09:40:27 | 4.52 | 443.0 | 323 | 3156740:0.0:S,3156741:6.0:R | no
2026-06-12 09:41:57 | 4.55 | 442.7 | 320 | 3156740:0.0:S,3156741:6.3:R | no
2026-06-12 09:43:28 | 4.43 | 442.7 | 317 | 3156740:0.0:S,3156741:6.3:R | no
2026-06-12 09:44:58 | 4.64 | 440.9 | 314 | 3156740:0.0:S,3156741:8.1:R | no
2026-06-12 09:46:28 | 4.58 | 440.0 | 311 | 3156740:0.0:S,3156741:9.0:R | no
2026-06-12 09:47:58 | 4.56 | 439.5 | 309 | 3156740:0.0:S,3156741:9.5:R | no
2026-06-12 09:49:28 | 4.82 | 435.7 | 306 | 3156740:0.0:S,3156741:13.2:R | no
2026-06-12 09:50:58 | 5.09 | 435.0 | 303 | 3156740:0.0:S,3156741:14.0:R | no
2026-06-12 09:52:28 | 4.72 | 434.3 | 300 | 3156740:0.0:S,3156741:14.8:R | no
2026-06-12 09:53:58 | 4.73 | 433.9 | 297 | 3156740:0.0:S,3156741:15.1:R | no
2026-06-12 09:55:28 | 4.74 | 433.1 | 294 | 3156740:0.0:S,3156741:15.9:R | no
2026-06-12 09:56:58 | 4.89 | 424.0 | 291 | 3156740:0.0:S,3156741:25.0:R | no
2026-06-12 09:58:28 | 5.19 | 421.9 | 288 | 3156740:0.0:S,3156741:27.0:R | no
2026-06-12 09:59:58 | 5.11 | 419.8 | 285 | 3156740:0.0:S,3156741:29.2:R | no
2026-06-12 10:01:29 | 5.47 | 406.0 | 282 | 3156740:0.0:S,3156741:42.9:R | no
2026-06-12 10:02:59 | 4.88 | 404.2 | 279 | 3156740:0.0:S,3156741:44.7:R | no
2026-06-12 10:04:29 | 5.14 | 402.5 | 277 | 3156740:0.0:S,3156741:46.5:R | no
2026-06-12 10:05:59 | 4.98 | 400.6 | 274 | 3156740:0.0:S,3156741:48.3:R | no
2026-06-12 10:07:29 | 4.96 | 398.3 | 271 | 3156740:0.0:S,3156741:50.6:R | no
2026-06-12 10:08:59 | 4.93 | 396.5 | 268 | 3156740:0.0:S,3156741:52.4:R | no
2026-06-12 10:10:29 | 5.15 | 395.1 | 265 | 3156740:0.0:S,3156741:53.9:R | no
2026-06-12 10:11:59 | 5.45 | 350.0 | 262 | 3156740:0.0:S,3156741:98.8:R | no
2026-06-12 10:13:29 | 4.99 | 366.4 | 260 | 3156740:0.0:S,3156741:82.4:R | no
2026-06-12 10:14:59 | 4.78 | 364.5 | 258 | 3156740:0.0:S,3156741:84.4:R | no
2026-06-12 10:16:29 | 5.00 | 362.7 | 255 | 3156740:0.0:S,3156741:86.2:R | no
2026-06-12 10:17:59 | 4.79 | 361.0 | 252 | 3156740:0.0:S,3156741:87.9:R | no
2026-06-12 10:19:30 | 4.70 | 359.7 | 250 | 3156740:0.0:S,3156741:89.1:R | no
2026-06-12 10:21:00 | 4.67 | 357.1 | 247 | 3156740:0.0:S,3156741:91.7:R | no
2026-06-12 10:22:30 | 4.78 | 355.5 | 244 | 3156740:0.0:S,3156741:93.4:R | no
2026-06-12 10:24:00 | 5.00 | 353.5 | 241 | 3156740:0.0:S,3156741:95.4:R | no
2026-06-12 10:25:30 | 5.04 | 351.8 | 238 | 3156740:0.0:S,3156741:96.9:R | no
2026-06-12 10:27:00 | 5.20 | 349.7 | 235 | 3156740:0.0:S,3156741:98.9:R | no
2026-06-12 10:28:30 | 5.20 | 347.7 | 232 | 3156740:0.0:S,3156741:101.2:R | no
2026-06-12 10:30:00 | 5.40 | 344.7 | 229 | 3156740:0.0:S,3156741:104.2:R | no
2026-06-12 10:31:30 | 5.60 | 296.3 | 225 | 3156740:0.0:S,3156741:152.4:R | no
2026-06-12 10:33:00 | 5.97 | 284.6 | 222 | 3156740:0.0:S,3156741:164.1:S | no
2026-06-12 10:34:30 | 3.74 | 293.5 | 222 | 3156740:0.0:S,3156741:155.2:R | no
2026-06-12 10:36:01 | 3.49 | 293.5 | 222 | 3156740:0.0:S,3156741:155.2:R | no
2026-06-12 10:37:31 | 3.15 | 293.5 | 222 | 3156740:0.0:S,3156741:155.2:R | no
2026-06-12 10:39:01 | 3.14 | 293.5 | 222 | 3156740:0.0:S,3156741:155.2:R | no
2026-06-12 10:40:31 | 3.12 | 293.5 | 222 | 3156740:0.0:S,3156741:155.2:R | no
2026-06-12 10:42:01 | 4.89 | 379.2 | 222 | 3156740:0.0:S,3156741:69.7:S | no
2026-06-12 10:43:31 | 4.23 | 381.4 | 222 | 3156740:0.0:S,3156741:67.5:S | no
2026-06-12 10:45:01 | 3.26 | 449.0 | 354 | none | no
2026-06-12 10:46:31 | 2.36 | 449.0 | 354 | none | no
2026-06-12 10:48:01 | 2.23 | 449.1 | 354 | none | no
2026-06-12 10:49:31 | 2.25 | 449.0 | 354 | none | no
2026-06-12 10:51:01 | 2.16 | 449.0 | 354 | none | no
2026-06-12 10:52:31 | 2.03 | 449.0 | 354 | none | no
2026-06-12 10:54:02 | 2.51 | 449.0 | 354 | none | no
2026-06-12 10:55:32 | 2.51 | 449.0 | 354 | none | no
2026-06-12 10:57:02 | 2.46 | 449.0 | 354 | none | no
2026-06-12 10:58:32 | 2.43 | 449.0 | 354 | none | no
2026-06-12 11:00:02 | 2.13 | 449.0 | 354 | none | no
2026-06-12 11:01:32 | 2.60 | 449.0 | 692 | none | no
2026-06-12 11:03:02 | 2.21 | 447.6 | 692 | 3196827:0.0:S,3196828:1.4:R | no
2026-06-12 11:04:32 | 3.13 | 427.3 | 692 | 3196827:0.0:S,3196828:21.7:R | no
2026-06-12 11:06:02 | 3.16 | 407.4 | 692 | 3196827:0.0:S,3196828:41.6:R | no
2026-06-12 11:07:32 | 3.21 | 387.3 | 692 | 3196827:0.0:S,3196828:61.6:R | no
2026-06-12 11:09:02 | 3.14 | 363.7 | 692 | 3196827:0.0:S,3196828:85.1:S | no
2026-06-12 11:10:33 | 3.56 | 340.6 | 692 | 3196827:0.0:S,3196828:108.2:R | no
2026-06-12 11:12:03 | 3.31 | 333.0 | 692 | 3196827:0.0:S,3196828:115.8:R | no
2026-06-12 11:13:33 | 3.38 | 329.0 | 692 | 3196827:0.0:S,3196828:119.8:R | no
2026-06-12 11:15:03 | 3.12 | 315.6 | 692 | 3196827:0.0:S,3196828:133.1:R | no
2026-06-12 11:16:33 | 3.35 | 315.7 | 692 | 3196827:0.0:S,3196828:133.1:R | no
2026-06-12 11:18:03 | 3.23 | 293.3 | 692 | 3196827:0.0:S,3196828:155.5:R | no
2026-06-12 11:19:33 | 3.45 | 330.4 | 692 | 3196827:0.0:S,3196828:118.4:R | no
2026-06-12 11:21:03 | 3.34 | 321.8 | 692 | 3196827:0.0:S,3196828:127.0:R | no
2026-06-12 11:22:33 | 3.12 | 316.2 | 692 | 3196827:0.0:S,3196828:132.6:R | no
2026-06-12 11:24:03 | 3.08 | 300.7 | 692 | 3196827:0.0:S,3196828:148.0:R | no
2026-06-12 11:25:33 | 3.54 | 295.4 | 692 | 3196827:0.0:S,3196828:153.4:R | no
2026-06-12 11:27:04 | 3.23 | 290.2 | 692 | 3196827:0.0:S,3196828:158.6:R | no
2026-06-12 11:28:34 | 3.18 | 244.0 | 692 | 3196827:0.0:S,3196828:204.6:R | no
2026-06-12 11:30:04 | 3.09 | 259.6 | 692 | 3196827:0.0:S,3196828:189.1:R | no
2026-06-12 11:31:34 | 3.26 | 254.5 | 692 | 3196827:0.0:S,3196828:194.2:R | no
2026-06-12 11:33:04 | 3.25 | 249.4 | 692 | 3196827:0.0:S,3196828:199.2:R | no
2026-06-12 11:34:34 | 3.23 | 244.4 | 692 | 3196827:0.0:S,3196828:204.3:R | no
2026-06-12 11:36:04 | 3.36 | 239.4 | 692 | 3196827:0.0:S,3196828:209.2:R | no
2026-06-12 11:37:34 | 3.46 | 218.3 | 692 | 3196827:0.0:S,3196828:230.3:R | no
2026-06-12 11:39:04 | 3.24 | 163.4 | 692 | 3196827:0.0:S,3196828:285.1:R | no
2026-06-12 11:40:34 | 3.25 | 183.8 | 692 | 3196827:0.0:S,3196828:264.7:R | no
2026-06-12 11:42:04 | 3.13 | 179.0 | 692 | 3196827:0.0:S,3196828:269.5:R | no
2026-06-12 11:43:34 | 3.27 | 174.3 | 692 | 3196827:0.0:S,3196828:274.2:R | no
2026-06-12 11:45:05 | 3.21 | 169.5 | 692 | 3196827:0.0:S,3196828:278.9:R | no
2026-06-12 11:46:35 | 3.05 | 164.8 | 692 | 3196827:0.0:S,3196828:283.7:R | no
2026-06-12 11:48:05 | 3.35 | 160.0 | 692 | 3196827:0.0:S,3196828:288.4:R | no
2026-06-12 11:49:35 | 3.08 | 155.3 | 692 | 3196827:0.0:S,3196828:293.2:R | no
2026-06-12 11:51:05 | 3.23 | 150.6 | 692 | 3196827:0.0:S,3196828:297.9:R | no
2026-06-12 11:52:35 | 3.14 | 145.9 | 692 | 3196827:0.0:S,3196828:302.5:R | no
2026-06-12 11:54:05 | 3.12 | 141.4 | 692 | 3196827:0.0:S,3196828:307.1:R | no
2026-06-12 11:55:35 | 3.70 | 136.9 | 692 | 3196827:0.0:S,3196828:311.5:R | no
2026-06-12 11:57:05 | 3.48 | 342.3 | 691 | 3196827:0.0:S,3196828:106.5:R | no
2026-06-12 11:58:35 | 4.07 | 342.3 | 675 | 3196827:0.0:S,3196828:106.5:R | no
2026-06-12 12:00:05 | 4.41 | 342.3 | 659 | 3196827:0.0:S,3196828:106.5:R | no
2026-06-12 12:01:35 | 4.17 | 342.3 | 643 | 3196827:0.0:S,3196828:106.5:R | no
2026-06-12 12:03:06 | 4.28 | 342.3 | 626 | 3196827:0.0:S,3196828:106.5:R | no
2026-06-12 12:04:36 | 4.41 | 342.3 | 610 | 3196827:0.0:S,3196828:106.5:R | no
2026-06-12 12:06:06 | 4.33 | 342.3 | 594 | 3196827:0.0:S,3196828:106.5:R | no
2026-06-12 12:07:36 | 4.27 | 342.3 | 577 | 3196827:0.0:S,3196828:106.5:R | no
2026-06-12 12:09:06 | 4.35 | 342.3 | 561 | 3196827:0.0:S,3196828:106.5:R | no
2026-06-12 12:10:36 | 3.44 | 446.3 | 558 | none | no
2026-06-12 12:12:06 | 3.64 | 443.5 | 558 | none | no
2026-06-12 12:13:36 | 3.19 | 442.1 | 558 | none | no
2026-06-12 12:15:06 | 3.19 | 438.4 | 558 | none | no
2026-06-12 12:16:36 | 3.73 | 437.2 | 558 | none | no
2026-06-12 12:18:06 | 3.44 | 436.0 | 558 | none | no
2026-06-12 12:19:36 | 3.33 | 434.9 | 558 | none | no
2026-06-12 12:21:07 | 3.37 | 433.9 | 558 | none | no
2026-06-12 12:22:37 | 3.10 | 428.1 | 558 | none | no
2026-06-12 12:24:07 | 3.32 | 427.1 | 558 | none | no
2026-06-12 12:25:37 | 3.11 | 426.1 | 558 | none | no
2026-06-12 12:27:07 | 3.70 | 425.3 | 558 | none | no
2026-06-12 12:28:37 | 3.48 | 424.4 | 558 | none | no
2026-06-12 12:30:07 | 3.17 | 423.7 | 558 | none | no
2026-06-12 12:31:37 | 3.11 | 423.0 | 558 | none | no
2026-06-12 12:33:07 | 3.26 | 422.5 | 558 | none | no
2026-06-12 12:34:37 | 3.08 | 422.1 | 558 | none | no
2026-06-12 12:36:07 | 3.09 | 421.8 | 558 | none | no
2026-06-12 12:37:37 | 3.08 | 421.8 | 558 | none | no
2026-06-12 12:39:08 | 3.02 | 421.8 | 558 | none | no
2026-06-12 12:40:38 | 3.18 | 421.8 | 558 | none | no
2026-06-12 12:42:08 | 3.12 | 421.8 | 558 | none | no
2026-06-12 12:43:38 | 3.30 | 421.8 | 558 | none | no
2026-06-12 12:45:08 | 4.22 | 421.8 | 558 | none | no
2026-06-12 12:46:38 | 3.32 | 421.8 | 558 | none | no
2026-06-12 12:48:08 | 3.07 | 421.8 | 558 | none | no
2026-06-12 12:49:38 | 3.39 | 421.8 | 558 | none | no
2026-06-12 12:51:08 | 3.13 | 421.8 | 558 | none | no
2026-06-12 12:52:38 | 3.19 | 421.8 | 558 | none | no
2026-06-12 12:54:08 | 3.26 | 421.8 | 558 | none | no
2026-06-12 12:55:38 | 3.11 | 421.8 | 558 | none | no
2026-06-12 12:57:09 | 3.13 | 421.8 | 558 | none | no
2026-06-12 12:58:39 | 3.13 | 421.8 | 558 | none | no
2026-06-12 13:00:09 | 3.11 | 421.8 | 558 | none | no
2026-06-12 13:01:39 | 3.27 | 421.8 | 558 | none | no
2026-06-12 13:03:09 | 3.08 | 421.8 | 558 | none | no
2026-06-12 13:04:39 | 3.34 | 421.8 | 558 | none | no
2026-06-12 13:06:09 | 3.52 | 421.8 | 558 | none | no
2026-06-12 13:07:39 | 3.21 | 421.8 | 558 | none | no
2026-06-12 13:09:09 | 3.10 | 421.8 | 558 | none | no
2026-06-12 13:10:39 | 3.42 | 421.8 | 558 | none | no
2026-06-12 13:12:09 | 3.40 | 421.8 | 558 | none | no
2026-06-12 13:13:39 | 3.46 | 421.8 | 558 | none | no
2026-06-12 13:15:10 | 3.17 | 421.8 | 558 | none | no
2026-06-12 13:16:40 | 3.18 | 421.8 | 558 | none | no
2026-06-12 13:18:10 | 3.22 | 421.8 | 558 | none | no
2026-06-12 13:19:40 | 3.13 | 421.8 | 558 | none | no
2026-06-12 13:21:10 | 3.05 | 421.8 | 558 | none | no
2026-06-12 13:22:40 | 3.25 | 421.8 | 558 | none | no
2026-06-12 13:24:10 | 3.05 | 421.8 | 558 | none | no
2026-06-12 13:25:40 | 3.16 | 421.8 | 558 | none | no
2026-06-12 13:27:10 | 3.13 | 421.8 | 558 | none | no
2026-06-12 13:28:40 | 3.40 | 421.8 | 558 | none | no
2026-06-12 13:30:10 | 3.09 | 421.8 | 558 | none | no
2026-06-12 13:31:40 | 3.36 | 421.8 | 558 | none | no
2026-06-12 13:33:11 | 3.26 | 421.8 | 558 | none | no
2026-06-12 13:34:41 | 3.40 | 421.8 | 558 | none | no
2026-06-12 13:36:11 | 3.28 | 421.8 | 558 | none | no
2026-06-12 13:37:41 | 3.29 | 421.8 | 558 | none | no
2026-06-12 13:39:11 | 3.24 | 421.8 | 558 | none | no
2026-06-12 13:40:41 | 3.13 | 421.8 | 558 | none | no
2026-06-12 13:42:11 | 3.23 | 421.8 | 558 | none | no
2026-06-12 13:43:41 | 3.29 | 421.8 | 558 | none | no
2026-06-12 13:45:11 | 3.10 | 421.8 | 558 | none | no
2026-06-12 13:46:41 | 3.24 | 421.8 | 558 | none | no
2026-06-12 13:48:11 | 3.19 | 421.8 | 558 | none | no
2026-06-12 13:49:41 | 3.12 | 421.8 | 558 | none | no
2026-06-12 13:51:12 | 3.26 | 421.8 | 558 | none | no
2026-06-12 13:52:42 | 3.36 | 421.8 | 557 | none | no
2026-06-12 13:54:12 | 3.20 | 421.8 | 556 | none | no
2026-06-12 13:55:42 | 3.21 | 421.8 | 555 | none | no
2026-06-12 13:57:12 | 3.76 | 421.8 | 554 | none | no
2026-06-12 13:58:42 | 3.21 | 421.8 | 554 | none | no
2026-06-12 14:00:12 | 3.20 | 421.8 | 553 | none | no
2026-06-12 14:01:42 | 3.29 | 421.8 | 552 | none | no
2026-06-12 14:03:12 | 3.25 | 421.8 | 551 | none | no
2026-06-12 14:04:42 | 3.12 | 421.8 | 550 | none | no
2026-06-12 14:06:12 | 3.29 | 421.8 | 549 | none | no
2026-06-12 14:07:42 | 3.12 | 421.8 | 548 | none | no
2026-06-12 14:09:13 | 3.52 | 421.8 | 548 | none | no
2026-06-12 14:10:43 | 3.39 | 421.8 | 547 | none | no
2026-06-12 14:12:13 | 3.45 | 421.8 | 546 | none | no
2026-06-12 14:13:43 | 3.32 | 421.8 | 545 | none | no
2026-06-12 14:15:13 | 3.23 | 421.8 | 544 | none | no
2026-06-12 14:16:43 | 3.08 | 421.8 | 543 | none | no
2026-06-12 14:18:13 | 3.29 | 421.8 | 543 | none | no
2026-06-12 14:19:43 | 3.38 | 421.8 | 542 | none | no
2026-06-12 14:21:13 | 3.30 | 421.8 | 541 | none | no
2026-06-12 14:22:43 | 3.26 | 421.8 | 540 | none | no
2026-06-12 14:24:13 | 3.33 | 421.8 | 539 | none | no
2026-06-12 14:25:43 | 3.17 | 421.8 | 538 | none | no
2026-06-12 14:27:14 | 3.37 | 421.8 | 537 | none | no
2026-06-12 14:28:44 | 3.37 | 421.8 | 536 | none | no
2026-06-12 14:30:14 | 3.08 | 421.8 | 535 | none | no
2026-06-12 14:31:44 | 3.09 | 421.8 | 534 | none | no
2026-06-12 14:33:14 | 3.14 | 421.8 | 533 | none | no
2026-06-12 14:34:44 | 3.47 | 421.8 | 532 | none | no
2026-06-12 14:36:14 | 3.27 | 421.8 | 531 | none | no
2026-06-12 14:37:44 | 3.51 | 421.8 | 530 | none | no
2026-06-12 14:39:14 | 3.18 | 421.8 | 529 | none | no
2026-06-12 14:40:44 | 3.16 | 421.8 | 528 | none | no
2026-06-12 14:42:14 | 3.32 | 421.8 | 527 | none | no
2026-06-12 14:43:45 | 3.28 | 421.8 | 526 | none | no
2026-06-12 14:45:15 | 3.13 | 421.8 | 525 | none | no
2026-06-12 14:46:45 | 3.28 | 421.8 | 525 | none | no
2026-06-12 14:48:15 | 3.30 | 421.9 | 524 | none | no
2026-06-12 14:49:45 | 3.33 | 421.8 | 523 | none | no
2026-06-12 14:51:15 | 3.20 | 421.8 | 522 | none | no
2026-06-12 14:52:45 | 3.13 | 421.8 | 521 | none | no
2026-06-12 14:54:15 | 3.09 | 421.8 | 520 | none | no
2026-06-12 14:55:45 | 3.40 | 421.8 | 519 | none | no
2026-06-12 14:57:15 | 3.31 | 421.8 | 518 | none | no
2026-06-12 14:58:45 | 3.41 | 421.8 | 517 | none | no
2026-06-12 15:00:15 | 3.36 | 421.8 | 516 | none | no
2026-06-12 15:01:46 | 3.10 | 421.8 | 515 | none | no
2026-06-12 15:03:16 | 3.14 | 421.8 | 514 | none | no
2026-06-12 15:04:46 | 3.29 | 421.8 | 513 | none | no
2026-06-12 15:06:16 | 3.15 | 421.8 | 512 | none | no
2026-06-12 15:07:46 | 3.05 | 421.8 | 511 | none | no
2026-06-12 15:09:16 | 3.26 | 421.8 | 510 | none | no
2026-06-12 15:10:46 | 3.12 | 421.8 | 509 | none | no
2026-06-12 15:12:16 | 3.08 | 421.8 | 508 | none | no
2026-06-12 15:13:46 | 3.19 | 421.8 | 507 | none | no
2026-06-12 15:15:16 | 3.14 | 421.8 | 507 | none | no
2026-06-12 15:16:46 | 3.17 | 421.8 | 506 | none | no
2026-06-12 15:18:17 | 3.26 | 421.8 | 505 | none | no
2026-06-12 15:19:47 | 3.33 | 421.8 | 504 | none | no
2026-06-12 15:21:17 | 3.29 | 421.8 | 503 | none | no
2026-06-12 15:22:47 | 3.37 | 421.8 | 502 | none | no
2026-06-12 15:24:17 | 3.37 | 421.8 | 501 | none | no
2026-06-12 15:25:47 | 3.15 | 421.8 | 500 | none | no
2026-06-12 15:27:17 | 3.68 | 421.8 | 499 | none | no
2026-06-12 15:28:47 | 3.22 | 421.8 | 498 | none | no
2026-06-12 15:30:17 | 3.14 | 421.8 | 497 | none | no
2026-06-12 15:31:47 | 3.11 | 421.8 | 496 | none | no
2026-06-12 15:33:17 | 3.35 | 421.8 | 496 | none | no
